channel,username,text,tanggal,panjang_komentar,sentiment
Jagat Review,@AsrullahAmirTata,motorola gak masuk bang,2025-12-03 14:50:21+00:00,23,netral
Jagat Review,@pashadim9643,malah lbh tuan chris drpda bapaknya,2025-12-03 14:20:07+00:00,35,netral
Jagat Review,@BudiSantoso-hi8vq,we dpt pova curve g di sama bundle give box nya dan cukup enak dipakak we beli karena hp nha tipis dulu pengen punya hp curve batrei nya awet bgt kalau dipakai harian ngk maen game bisa hari lwbih mines nya itu sesuai yg dibilang,2025-12-03 13:32:50+00:00,229,netral
Jagat Review,@Widyong,bang request dong untuk rekomendasi hp buat ngonser test video yang suaranya ga sember buat dibawa konser gitu thankyouu,2025-12-03 09:48:28+00:00,120,netral
Jagat Review,@ycgchcdutyv2532,samsung sih kalo rekam konser suaranya bagus mic ya bukan spek yg lainnya,2025-12-07 13:25:09+00:00,73,positif
Jagat Review,@ernoljasri,dapet poco x g harga dua harilalu hari ini kurang sabar saya mungkin nanti pas desember pasti lebih murah lagi,2025-12-03 09:07:40+00:00,110,netral
Jagat Review,@srikuncoro4982,x kali ya yg jt sdg yg x bknnya di jt ya,2025-12-03 19:58:58+00:00,40,netral
Jagat Review,@ernoljasri,varian harga tgl official store toko ijo,2025-12-04 01:40:10+00:00,40,netral
Jagat Review,@adenov2375,tecno pova ultra g kenapa gak pernah dibahas ya padahal hape allrounder loh,2025-12-03 09:05:59+00:00,75,netral
Jagat Review,@d31715kurniawan,bg review hp keluaran terbaru yg masih pake jack audio,2025-12-03 08:46:43+00:00,54,netral
Jagat Review,@mjandrian8597,motorola g dan edge fusion,2025-12-03 07:03:06+00:00,26,netral
Jagat Review,@xholipa,jt keatas kapan om udah mau nih,2025-12-03 06:56:45+00:00,31,netral
Jagat Review,@ffansaa,so far all rounder ter debest menurut gua infinix gt pro karna gua pakeknya itu serius harga jutaan kamera bagus dimensity antutu jutaan dikelasnya rata masih pake dimensity series ufs stabilisasi video paling mulus dikelasnya support wireless amp bypass charging no iklan nfc ultrawide gt trigger jadi ga cepet pegel jempol klo lg main game minusnya paling batre kecil dan kerasa agak boros amp panas tapi semenjak update xos jadi makin adem amp awet utk bug reset syukurnya gua ga ngalamin tapi semenjak viral langsung ada update bug fix,2025-12-03 06:51:03+00:00,539,netral
Jagat Review,@dessawass,iklan youtube dari bisa skip stlah detik menjadi iklan tanpa bisa skip beli youtube premium sorry ngapain juga mending langganan streaming film,2025-12-03 05:30:45+00:00,143,netral
Jagat Review,@Widyong,enak banget gossip tipis dan kasih tips buat viewers juga manteeep,2025-12-03 05:11:18+00:00,66,netral
Jagat Review,@hendyalldaylong7195,moto kurang worth it kali ya di harga segini,2025-12-03 04:45:57+00:00,44,positif
Jagat Review,@Serius_om,camera yang gak gempa yg paling stabil yang mana kak,2025-12-03 04:13:41+00:00,52,netral
Jagat Review,@putrautama1,jadi penasaran ama jajaran poco yang baru yang dibilang beres ituh siapa tau jadi inceran utama di awal tahun beuh mantap poco gaskeun,2025-12-03 03:42:38+00:00,134,positif
Jagat Review,@awandemdem9782,beli baru hari dpet ofline new infnix gt satset gini,2025-12-02 23:09:51+00:00,52,netral
Jagat Review,@PutraJambak-s9z,motorola g power kok ngak ada,2025-12-02 17:48:50+00:00,29,netral
Jagat Review,@muhammadalhammad419,aquos sense,2025-12-02 16:49:46+00:00,11,netral
Jagat Review,@johnmimin8656,yg gak setuju silahkan bikin video versi kalian sendiri,2025-12-02 16:43:36+00:00,55,netral
Jagat Review,@alilotminiAtur5ound,pakai f hrga juta wkwkwkwwkwkwkw,2025-12-02 14:49:02+00:00,32,netral
Jagat Review,@Kazan_Pisau_Indonesia,udah tahun nonton rekomendasi hape akhir tahun tapi gak beli,2025-12-02 14:21:03+00:00,60,netral
Jagat Review,@abelamirano1708,fix yg komen kok ini gak ada itu hpnya dia,2025-12-02 13:30:24+00:00,42,netral
Jagat Review,@budiyono410,motorola tgl desember jt di toped sekarang naik lagi jadi,2025-12-02 13:02:09+00:00,57,positif
Jagat Review,@LiDDRAW,ada yg pake pova ultrabrgk masuk rekomendasi gk ada reviewnya jg di jagatgadgetinbrbrpengen beli jadi ragu,2025-12-02 12:37:39+00:00,106,netral
Jagat Review,@moraq06,sepertinya masih harus bertahan di iqoo z blm ada update yg menarik di range segini dengan audio jack,2025-12-02 11:01:47+00:00,101,netral
Jagat Review,@gamebot3989,infokan hape apa aja yg di daftar video yang masih ada jack audio,2025-12-02 09:51:32+00:00,65,netral
Jagat Review,@BeraniBerEkspresi,motorola g,2026-01-27 03:41:57+00:00,10,netral
Jagat Review,@anggisudrajat9128,motorola ngga,2025-12-02 09:45:29+00:00,13,netral
Jagat Review,@darmaogang,itu adik kakak apa anak bapak ya,2025-12-02 08:37:44+00:00,32,netral
Jagat Review,@wendyamarta2368,bang maaf ijin kalau bisa di cantumin skor antutu nya dong biar bisa kiraquot aja itu hp performanya kek gmn gtu terimakasih,2025-12-02 07:45:46+00:00,124,netral
Jagat Review,@alfinoardiansyah6996,versi tablet bang di tunggu,2025-12-02 06:32:30+00:00,27,netral
Jagat Review,@velisyaananda3277,kenapa oppo a pro g ga msk seharusnya msk kan,2025-12-02 06:26:37+00:00,45,netral
Jagat Review,@otakugamerzz3264,sedikit perbaikan om a href poco f itu ipbrbrhp gw pernah tercebur terus mati a hrefuckszuwhgymbdvujgbifyzokivknapiaaya kalau yang ip kan dia masih asik tu nyala nyala kayak xiaomi tbrbredit lalu untuk genshin itu udah di perbaiki setelah update sistem hyperos nya udah gak fake fps lagi lalu kelemahan hp ini panas borosbrdi xiaomi t kan make dimensity tapi performa game stabil dan adem ketimbang di poco f dan baterainya walau beda dikit dan tapi jauh banget beda daya tahannya saya upgrade dari t ke t karena itu daya tahannya lebih bagus walau sisanya mirip mirip brbrt aja lebih hemat ketimbang poco fbrbuat yang pengen beli hp sekarang jangan terfokus ke chipset snapdragon atau dimensitybrmau mantap daily adem hemat baterai gaming rata kanan dimensitybrmau mantap daily gaming rata kanan snapdragonbrbrjika di dimensity aja panas ya jika maka di snapdragon lebih panas lagibrbryang nentuin daya tahan baterai bukan cuma chipset tapi software lu beli poco ngarepin software bagus mending pikir pikir dulu kalau software baru itu udah masuk ke ranah flagship seperti xiaomi series bahkan yang paling murahnya aja xiaomi t series itu make software yang sumbernya dari xiaomi series udh di optimalkan juga untuk hardwarenyabrbrsedangkan poco ya asal nyala vbruntuk yang bilang poco mending custom rom heii perbaiki pikiran mu software terbaik untuk hardware adalah software bawaan hp tersebut karena memang dibuat khusus untuk hp tersebut dan hardware tersebut sedangkan custom rom hanya ngambil dari rom pixel atau lingeageos terus di pasang fitur fitur dari developer custom rom tersebut seperti kata mas cris dan om dedy a href software developer itu mahal jadi hargai rom asli mu ketimbang rom custom yang hanya asal comot fitur dan dukungan hardware gak adabrbrbuang buang pikirkan lama yang bilang mediatek jelek ini udah beda zaman sama aja kayak ryzen di dekstop dulu jelek sekarang jadi raja,2025-12-02 05:02:40+00:00,1905,positif
Jagat Review,@azam302,buat samsung mending ambil a sekarang dah dibawah jt buat ram gb,2025-12-02 04:19:37+00:00,64,netral
Jagat Review,@Siapasangka-c6j,saran hp gaming under an om,2025-12-02 02:48:07+00:00,27,netral
Jagat Review,@Nu_Gra24,mungkin yang bisa di ralat poco f masih ip bukan berdasarkan review poco f di video sebelumnya,2025-12-02 02:27:39+00:00,94,netral
Jagat Review,@nabildzul19,nonton ini pakai x pro dapet di harga offline bulan lalu peforma emang paling nyaman apa lagi udah kebiasa sama ekosistem xioami jadi makin nyaman,2025-12-02 02:07:18+00:00,146,netral
Jagat Review,@SAFSyamsulArief,pas banget lagi bingung nyari hp range ini ternyata muncul notif ini,2025-12-02 01:39:02+00:00,68,netral
Jagat Review,@masihsupermiskinbos,siemens c kok gk masuk yah,2025-12-02 01:26:20+00:00,26,netral
Jagat Review,@andiexxel,bang tambahin perihal slot card hybrid atau triple slot,2025-12-02 00:54:33+00:00,55,netral
Jagat Review,@aishilzam,bismilah brinfinix gt pro,2025-12-02 00:15:30+00:00,25,netral
Jagat Review,@hanhafizin3357,bangu pilihin teman teman awalnya udah yakin mau camon pro karena butuh all rounder kamera kuat dipake jangka panjang banget dan gakan dipake gaming berat tapi gara gara tau motorola edge fusion udah turun ke jadi sama harganya kaya varian nya camon sekarang malh jadi bingung lagi antara keduanya mending apa ya,2025-12-02 00:01:30+00:00,312,netral
Jagat Review,@DimasMotovlogger,mending realme t atau iqoo z ya bingung banget anj,2025-12-01 22:49:58+00:00,50,netral
Jagat Review,@bachriuchiha2679,juara kalau soal kamerabr tecno camon pro gbr iqoo zrbr poco x pro g,2025-12-01 22:38:30+00:00,68,netral
Jagat Review,@agusandre4285,saya beli realme g,2025-12-01 22:27:23+00:00,18,netral
Jagat Review,@latifsyarifuddin7622,kok honor gaada bang,2025-12-01 22:05:16+00:00,20,netral
Jagat Review,@viralinsid,teringat david seketika,2025-12-01 21:22:08+00:00,23,netral
Jagat Review,@changeofheart_DL,sharp aquos sense,2025-12-01 19:51:25+00:00,17,netral
Jagat Review,@alungsaipen6284,awal tahun saatnya ganti g,2025-12-01 18:35:59+00:00,26,netral
Jagat Review,@pi7ou,bikin yang jt bang,2025-12-01 16:46:38+00:00,18,netral
Jagat Review,@Al_Khadri,poco f bukannya cuma ip ya,2025-12-01 13:49:06+00:00,26,netral
Jagat Review,@SAM-mx2jt,kaga ada motorola,2025-12-01 13:41:55+00:00,17,netral
Jagat Review,@teguhwibowo883,tanya bangsaat puas saat ini pakai x pro next pengen pindah poco x pro atau iqoo ya,2025-12-01 12:18:00+00:00,83,positif
Jagat Review,@qowwifuadirohman8292,bikin segmen rekomendasi tablet pak dedy,2025-12-01 10:56:07+00:00,40,netral
Jagat Review,@azoeljuventini2185,om saya dapet motorola edge fusion dapet diharga jt angkut g om,2025-12-01 10:13:14+00:00,63,netral
Jagat Review,@dennyir75,motorola kok gak ada,2025-12-01 09:55:37+00:00,20,netral
Jagat Review,@toysholicID,range jutaan saat ini saya sih masih favoritkan moto g brbrpanelnya masih ips iyaaiya memang justru karena itu alasan aing favoritin moto g hp jutaan dgn spek jaman now dah jarang langka yg kasih panel ips i mean ips tuh gak sepenuhnya seworse unneeded ituu masih ada plus minus laah,2025-12-01 09:45:08+00:00,283,negatif
Jagat Review,@bit7256,mending sekalian ambil g atau edge fusion,2025-12-01 14:50:30+00:00,41,netral
Jagat Review,@toysholicID,kalo cari spek lbh tinggi iyaa mending kesono kalo asal yg penting spek udh cukup ajaa bwt mainin mostly popular game dan tapi lbh butuh panel ips yaa g masih masuk pertimbangan bangedd bwt ytta plus minus panel ips,2025-12-02 00:39:23+00:00,215,negatif
Jagat Review,@masprassaja3818,untuk rentang segini atau mungkin dibawahnya untuk jangka panjang utamakan pilih varian yang pro apapun mereknya,2025-12-01 09:38:05+00:00,112,netral
Jagat Review,@Sofiandiandi,om apa gak ada niatan itu hp review buat di jual kembali kami tunggu keranjang kuningnya a hrefuckszuwhgymbdvujgamfypeiknropagaaa hrefuckszuwhgymbdvujgamfypeiknropagaaa hrefuckszuwhgymbdvujgamfypeiknropagaaa hrefuckszuwhgymbdvujgamfypeiknropagaa,2025-12-01 08:40:14+00:00,245,netral
Jagat Review,@gieyoga,pova ultra ko gak masuk gan,2025-12-01 06:41:42+00:00,27,netral
Jagat Review,@kharismaekaputramustafa1366,nonton pake poco f,2025-12-01 06:22:36+00:00,18,netral
Jagat Review,@SLSSUPPORT,om jagat izin diskusi nih gimana motorola g power dan edge fusion tanggapannya soalnya kan tipe ini terlihat menarik banget tapi ga masuk list yang om buat,2025-12-01 05:57:06+00:00,155,netral
Jagat Review,@FattiaOctav,ga berasa umur kris lebih tua dari pak dedi,2025-12-01 05:09:02+00:00,43,netral
Jagat Review,@erwinarfah7194,saran kedepannya bisa tolong disertakan skor atuntu yang sudah ditest terimakasih,2025-12-01 04:34:59+00:00,81,netral
Jagat Review,@mylyric6966,bagus samsung a apa xiaomi t,2025-12-01 04:34:17+00:00,28,positif
Jagat Review,@gamayudha,user samsung seri s kalo nyoba brand lain ga sreg,2025-12-01 03:25:01+00:00,49,netral
Jagat Review,@enza2290,bang rekomendasi camon pro g ambil yang ram apa udah cukup,2025-12-01 03:16:22+00:00,58,netral
Jagat Review,@Simon-qg9zy,multitasking nya berat sering atau ringan ga sering,2025-12-01 04:55:43+00:00,51,netral
Jagat Review,@agisimandio8559,qgzybuat daily use guru ambil apa om,2025-12-11 06:54:54+00:00,36,netral
Jagat Review,@Simon-qg9zy,di harga berapa terus perlu fitur display out yg bisa nampilin ke proyektor ga,2025-12-11 15:03:26+00:00,78,netral
Jagat Review,@nafikzulkarnaen4490,tecno camon pro sih paling best value gak nyesel dulu po hampir bulan,2025-12-01 03:15:44+00:00,69,netral
Jagat Review,@henrykuswendi660,s,2025-12-01 01:27:18+00:00,1,netral
Jagat Review,@bayusigitkesumayuda5043,bang tolong review pocopad m,2025-12-01 00:38:00+00:00,28,netral
Jagat Review,@Zielona_Gora2023,hp flagshipnya kapan,2025-11-30 22:41:43+00:00,20,netral
Jagat Review,@UqonUno,iqoo zr dapet diharga promo potongan harga di sopi dapet tws pula,2025-11-30 22:08:09+00:00,65,netral
Jagat Review,@RedmiPad-e8u1j,mereka ber ini kakak adek kahmirip,2025-11-30 19:59:25+00:00,34,netral
Jagat Review,@GGgeming470,subscriber baru ya dek,2025-12-01 02:30:50+00:00,22,netral
Jagat Review,@Obex_chanell,bikin yg versi rp juta bg,2025-11-30 19:08:39+00:00,25,netral
Jagat Review,@Ojay34,saran bang klo priview hp yg layar hitam itu kasi lah di pojok kanan video mukanya bang kecil dibagian pojok soalnya ngobrolnya seru klo ga liat muka kalian bedua kurang bgt gitu suaranya doangbreditor ayo kmu pasti bisaa,2025-11-30 19:04:43+00:00,221,netral
Jagat Review,@BudiGeming-e5e,fokus penonton jadi kepecah udah bener beginikau malah sok pinter dari editor,2025-12-01 02:22:49+00:00,77,netral
Jagat Review,@Dani_Lillah,untuk poco f ip rating nya masih ip om bukan ip,2025-11-30 18:52:45+00:00,47,netral
Jagat Review,@YusepwaeUntung,gue pake infinix gt kalau cari kamera ga usaha atau mau suka ngonten kamera depan nya dan ngedit di youtube create entah kenapa gak bisa render terus kaya ya masih belum support kalau kamera belakang jos si kalau kamera depan ya gitu gelap,2025-11-30 18:18:36+00:00,239,positif
Jagat Review,@naofalafkar2082,mau apapun kata orang untuk saat ini saya tetap memilih transion group,2025-11-30 17:51:49+00:00,70,netral
Jagat Review,@N3X4V4R,kebanyakan update os hp makin lemot,2025-11-30 16:42:46+00:00,35,negatif
Jagat Review,@JIOHMusicOfficial,update video recording di tecno camon pro g sudah di improve di october security patchbrlebih stabil stabilisasinya autofokus switchingnya dan jauh lebih adem,2025-11-30 16:41:38+00:00,158,netral
Jagat Review,@hanhafizin3357,kedut kedut waktu video udah hilang kah berarti,2025-12-01 23:58:31+00:00,47,netral
Jagat Review,@crazyanimal1333,asus rog fe masih worth gk bang,2025-11-30 16:27:35+00:00,31,positif
Jagat Review,@growrtopia9613,budget jt apa,2025-11-30 16:24:26+00:00,13,netral
Jagat Review,@rogerge1076,bingung gua yg performa pilih yg mana gt pro menarik tpi kek nanggung yg xpro lbih oke tpi harganya jauh dri yg gtpro mending yg mana yah,2025-11-30 16:22:34+00:00,137,netral
Jagat Review,@meong_,vivo seri v lite gak recomended kah,2025-11-30 15:53:33+00:00,35,netral
Jagat Review,@rereybersinar702,info dunk kayak aku pekerja kantoran yang banyak berkas dan data digital yang harus di terima dan di upload trus banyak juga aplikasi yang mesti instal juga perlu kamera utk for laporan dan video juga buat laporanpake hp apa ya yang cocoknya,2025-11-30 15:39:13+00:00,241,netral
Jagat Review,@rakhmatluqman,motorola ada smart connect pindah data semudah drag and drop fiturnya sangat berguna utk office use,2025-11-30 16:09:40+00:00,99,netral
Jagat Review,@RJ-Project,om hp putih yg dibelakang laptop itu hp apa,2025-11-30 15:23:56+00:00,43,positif
Jagat Review,@ontowiryo4952,moto g power dn g power ngk tau knpa ngk msuk,2025-11-30 15:01:58+00:00,45,netral
Jagat Review,@BeraniBerEkspresi,gk di endors,2026-01-27 03:42:35+00:00,12,netral
Jagat Review,@Masinuun,rekomendasi hp jtjt bg,2025-11-30 14:46:47+00:00,22,netral
Jagat Review,@wedhusgunung7184,moto lg diboikot jadi gak masuk,2025-11-30 14:26:08+00:00,31,netral
Jagat Review,@dreee522,kepengen aquos sense malahan,2025-11-30 14:23:14+00:00,28,netral
Jagat Review,@AndyRofiek,motorola fusion sudah harga jutaan loh masa gak masuk,2025-11-30 14:02:18+00:00,53,netral
Jagat Review,@Risgun10Kikitabanan10,redmi note pro g atau infinix gt pro buat jangka panjang dan all rounder,2025-11-30 13:45:29+00:00,72,netral
Jagat Review,@ylnrchanel,masih bingung mau ambil f t,2025-11-30 13:13:15+00:00,27,netral
Jagat Review,@caezya7593,poco x pro msh relevan ternyataa,2025-11-30 13:03:13+00:00,32,netral
Jagat Review,@V33iid,masih worth it ambil poco f di bulan in,2025-11-30 12:56:29+00:00,39,positif
Jagat Review,@PesMobile-hk3sj,nonton pakai poco x gt,2025-11-30 12:48:53+00:00,22,netral
Jagat Review,@ptrisntpointer,kaget juga gak ada pun hp moto yang masuk,2025-11-30 12:41:26+00:00,41,netral
Jagat Review,@kacumarangg,mungkin ada pertimbangan pribadi sampe moto ga masuk padahal dari spek moto g bersaing bahkan unggul dari zr harga ga sampe juta apalagi kamera zr kalah jauh,2025-12-01 05:02:07+00:00,157,netral
Jagat Review,@nazzliadiyatma8048,kalau vivo v lite kenapa gak dipilih ya mau beli soalnya,2025-11-30 12:33:32+00:00,56,netral
Jagat Review,@agha5513,mending poco f atau x pro g buat game sama edit atau malah opsi lain kayak ngumpulin lagi buat camon pro,2025-11-30 12:28:34+00:00,104,netral
Jagat Review,@muhamadtadzkijalaludin2727,menurut saya sih mending ambil seri x yang diatasnya karena update androidnya nambah,2026-02-09 14:07:59+00:00,84,netral
Jagat Review,@manggalapaksiwijaya831,google pixel gak masuk ya,2025-11-30 12:19:51+00:00,25,netral
Jagat Review,@GGgeming470,a href lagi ya dek pasti subscriber baru kanbrhp ga resmi gausa diajak,2025-12-01 02:34:44+00:00,70,netral
Jagat Review,@manggalapaksiwijaya831,mbah,2025-12-01 03:04:45+00:00,4,netral
Jagat Review,@Simon-qg9zy,jagat cuman membahas barang yg masuk resmi ke indo aja,2025-12-01 04:57:37+00:00,54,netral
Jagat Review,@IsmanRamadhan-h8n,nonton pake zr g udah di tes buat ngojek selama hari on ngojek dr jam pagi sampai jam malem sisa gps on terus selama ngojek data simpati musik on terus dengerin sholawat an kadang main game di sela nunggu odernontop yutup di sela nunggu oder kadang klo lagi gaguanyeb main game bisa ampe jam an atau nonton yutup ampe jam an karna oderan gojek belum masuk soalnya kamera saya kurang mengerti tapi menurut saya ini udah sangat mantap terutama kamera belakang nya oke banget untuk foto dan videotapi klo yg depan buat foto oke mantap tp klo video aga sedikit ngegoyang gitu tp klo buat vidoe call via wa oke banget vidio nya emnag niat beli iqoo karna sebelum nya pake iqoo zx batre dan performance emang badak makanya kemaren pas dpt spylater cicilan bulan dr shopee langsung sikatbrbrmaaf sekedar masukan klo mau buat tes tentang kekuatan batre yang sebenarnya itu harus di uji full dengan data kartu bukan wifi dan gps harus on terus layar harus sering hidup karna itu lah yang sering dan banyak menguras batre apalagi on gps di barengi dengan aplikasi gojek driver di jamin terkuras itu batre,2025-11-30 12:04:39+00:00,1094,positif
